Date/Time;Depth water [m];Species;Group;Samp type;Size;Ind No [#];Samp m [mg];δ13C [‰ PDB]_new;δ15N [‰ air]_new;δ13C [‰ PDB]_wrong;δ15N [‰ air]_wrong;δ34S [‰ CDT];C/N;N [mg];C [mg];S [mg];Temp [°C];Sal
22.03.11;65;Abra prismatica;Bivalvia;muscle tissue;<23 mm;6;0.05140;-21.546;7.147;7.147;-21.546;12.272;4.608;0.004852;0.019163;0.000648;22;149
22.03.11;65;Abra prismatica;Bivalvia;muscle tissue;<10 mm;1;0.05540;-18.679;8.204;8.204;-18.679;15.455;6.015;0.003098;0.015973;0.000475;22;149
04.08.11;18;Abra prismatica;Bivalvia;muscle tissue;<10 mm;1;0.05690;-21.180;9.639;9.639;-21.180;14.830;4.743;0.005559;0.022602;0.000869;187;137
05.05.11;40;Abra prismatica;Bivalvia;muscle tissue;<10 mm;1;0.06500;-19.816;11.487;11.487;-19.816;15.149;4.563;0.006307;0.024671;0.000650;99;171
15.09.11;19;Acartia sp.;Copepoda;whole individual;;10;0.07560;-23.889;5.935;5.935;-23.889;20.284;5.979;0.001011;0.005183;0.005436;150;174
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.09360;-25.717;7.411;7.411;-25.717;19.321;12.067;0.004185;0.043280;0.001794;174;152
19.05.11;22;Acartia sp.;Copepoda;whole individual;;5;0.10190;-24.095;7.712;7.712;-24.095;19.358;4.002;0.003729;0.012792;0.001664;120;131
07.04.11;44;Acartia sp.;Copepoda;whole individual;;5;0.10850;-24.853;7.141;7.141;-24.853;21.504;5.764;0.001993;0.009850;0.003708;48;164
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.11030;-24.178;7.307;7.307;-24.178;17.414;5.325;0.001608;0.007337;0.001207;174;152
30.08.11;43;Acartia sp.;Copepoda;whole individual;;10;0.12130;-22.016;8.801;8.801;-22.016;19.827;4.932;0.004897;0.020699;0.005044;151;169
08.03.11;50;Acartia sp.;Copepoda;whole individual;;15;0.12630;-25.999;6.846;6.846;-25.999;17.286;6.116;0.002467;0.012931;0.000772;12;132
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.13170;-25.353;8.452;8.452;-25.353;16.311;9.667;0.006466;0.053580;0.000944;174;152
09.06.11;26;Acartia sp.;Copepoda;whole individual;;5;0.13220;-26.000;8.493;8.493;-26.000;20.992;4.681;0.001829;0.007339;0.002914;156;155
21.04.11;67;Acartia sp.;Copepoda;whole individual;;5;0.13910;-26.254;5.234;5.234;-26.254;17.299;4.618;0.001633;0.006463;0.000211;71;165
05.05.11;40;Acartia sp.;Copepoda;whole individual;;5;0.13940;-25.791;4.809;4.809;-25.791;20.542;5.192;0.001523;0.006778;0.001968;99;171
21.04.11;67;Acartia sp.;Copepoda;whole individual;;5;0.13970;-27.015;1.386;1.386;-27.015;18.084;4.616;0.001355;0.005360;0.000265;71;165
18.08.11;24;Acartia sp.;Copepoda;whole individual;;5;0.15190;-21.709;8.102;8.102;-21.709;19.067;5.075;0.002350;0.010220;0.002880;170;148
08.03.11;50;Acartia sp.;Copepoda;whole individual;;15;0.15330;-25.392;9.492;9.492;-25.392;20.219;4.795;0.005000;0.020550;0.002067;12;132
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.15330;-24.958;7.767;7.767;-24.958;18.324;9.492;0.006535;0.053169;0.001473;174;152
07.04.11;44;Acartia sp.;Copepoda;whole individual;;5;0.16400;-24.409;9.806;9.806;-24.409;20.643;5.482;0.002859;0.013433;0.001886;48;164
19.05.11;22;Acartia sp.;Copepoda;whole individual;;5;0.16490;-25.161;8.551;8.551;-25.161;19.578;4.314;0.002677;0.009900;0.001834;120;131
09.06.11;26;Acartia sp.;Copepoda;whole individual;;5;0.17050;-25.517;7.293;7.293;-25.517;21.175;5.093;0.002162;0.009438;0.002670;156;155
04.08.11;18;Acartia sp.;Copepoda;whole individual;;10;0.17630;-22.053;7.374;7.374;-22.053;18.909;4.928;0.003371;0.014239;0.003111;187;137
23.06.11;24;Acartia sp.;Copepoda;whole individual;;10;0.18040;-19.696;10.151;10.151;-19.696;13.106;8.251;0.008382;0.059281;0.000840;151;162
08.03.11;50;Acartia sp.;Copepoda;whole individual;;15;0.20140;-24.576;9.541;9.541;-24.576;19.959;4.841;0.007033;0.029184;0.002007;12;132
08.03.11;50;Acartia sp.;Copepoda;whole individual;;7;0.21150;-18.101;12.287;12.287;-18.101;9.773;4.318;0.006874;0.025444;0.000783;12;132
09.06.11;26;Acartia sp.;Copepoda;whole individual;;5;0.21460;-26.108;7.331;7.331;-26.108;20.496;5.271;0.001458;0.006586;0.001933;156;155
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.23320;-25.490;6.854;6.854;-25.490;18.645;9.393;0.006474;0.052122;0.001662;174;152
21.07.11;26;Acartia sp.;Copepoda;whole individual;;5;0.23510;-24.425;5.093;5.093;-24.425;18.411;5.755;0.001337;0.006595;0.001701;177;138
15.09.11;19;Acartia sp.;Copepoda;whole individual;;10;0.23820;-22.380;7.380;7.380;-22.380;20.228;6.017;0.001313;0.006772;0.005343;150;174
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.24670;-25.580;8.118;8.118;-25.580;16.605;9.312;0.006874;0.054864;0.001020;174;152
05.05.11;40;Acartia sp.;Copepoda;whole individual;;5;0.24930;-26.069;4.260;4.260;-26.069;20.980;4.990;0.001586;0.006784;0.003120;99;171
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.25440;-24.821;6.915;6.915;-24.821;19.573;10.208;0.005492;0.048052;0.002765;174;152
08.03.11;50;Acartia sp.;Copepoda;whole individual;;15;0.29070;-25.695;7.175;7.175;-25.695;21.312;5.121;0.002389;0.010484;0.002520;12;132
08.03.11;50;Acartia sp.;Copepoda;whole individual;;15;0.29130;-21.177;9.027;9.027;-21.177;10.903;5.340;0.002725;0.012471;0.000396;12;132
07.07.11;23;Acartia sp.;Copepoda;whole individual;;5;0.29160;-24.993;7.416;7.416;-24.993;18.090;4.729;0.004483;0.018173;0.001734;174;152
21.04.11;67;Acartia sp.;Copepoda;whole individual;;5;0.30200;-26.160;6.140;6.140;-26.160;21.623;6.224;0.001690;0.009018;0.004021;71;165
15.09.11;19;Acartia sp.;Copepoda;whole individual;;10;0.32700;-24.453;4.884;4.884;-24.453;19.361;8.077;0.000703;0.004870;0.002082;150;174
23.06.11;24;Acartia sp.;Copepoda;whole individual;;10;0.34900;-24.414;6.039;6.039;-24.414;20.018;8.419;0.007736;0.055826;0.004795;151;162
09.06.11;26;Acartia sp.;Copepoda;whole individual;;5;0.39080;-25.937;6.201;6.201;-25.937;19.801;4.839;0.002000;0.008293;0.001322;156;155
07.04.11;44;Acartia sp.;Copepoda;whole individual;;5;0.43000;-25.858;7.263;7.263;-25.858;21.871;6.946;0.001168;0.006956;0.004007;48;164
05.05.11;40;Acartia sp.;Copepoda;whole individual;;5;0.48980;-26.039;7.184;7.184;-26.039;18.372;5.087;0.001406;0.006131;0.000691;99;171
22.03.11;65;Acartia sp.;Copepoda;whole individual;;15;0.51870;-25.624;9.394;9.394;-25.624;17.054;5.773;0.002887;0.014287;0.000232;22;149
15.09.11;19;Acartia sp.;Copepoda;whole individual;;10;0.51910;-23.247;7.688;7.688;-23.247;20.230;6.797;0.001197;0.006974;0.005767;150;174
21.07.11;26;Acartia sp.;Copepoda;whole individual;;5;0.61960;-24.682;4.944;4.944;-24.682;18.757;6.200;0.001080;0.005738;0.002066;177;138
04.08.11;18;Acartia sp.;Copepoda;whole individual;;10;0.65570;-22.101;7.595;7.595;-22.101;18.365;4.873;0.004366;0.018234;0.002276;187;137
21.04.11;67;Actinia equina;Cnidaria;whole individual;5 mm;3;0.05580;-26.063;7.563;7.563;-26.063;16.410;5.659;0.004414;0.021412;0.001124;71;165
09.06.11;26;Akera bullata;Gastropoda;whole individual;10 mm;1;0.05120;-19.293;8.537;8.537;-19.293;17.740;6.381;0.003586;0.019612;0.000730;156;155
05.05.11;40;Alitta virens;Annelida;whole individual;60 mm;2;0.04630;-19.417;11.207;11.207;-19.417;13.602;4.780;0.005210;0.021348;0.000572;99;171
05.05.11;40;Alitta virens;Annelida;whole individual;60 mm;2;0.05350;-18.778;12.172;12.172;-18.778;10.858;5.396;0.004497;0.020802;0.013688;99;171
05.05.11;40;Alitta virens;Annelida;whole individual;80 mm;2;0.05670;-20.061;10.566;10.566;-20.061;12.872;4.147;0.007762;0.027591;0.001083;99;171
05.05.11;40;Alitta virens;Annelida;whole individual;50 mm;2;0.05690;-18.619;12.660;12.660;-18.619;10.754;5.261;0.004211;0.018989;0.013962;99;171
05.05.11;40;Alitta virens;Annelida;whole individual;40 mm;3;0.06860;-19.888;11.618;11.618;-19.888;17.085;4.742;0.007135;0.028999;0.000753;99;171
19.05.11;22;Ammodytes tobianus;Fish;muscle tissue;78 mm;1;0.05020;-22.669;13.032;13.032;-22.669;15.898;4.341;0.007282;0.027098;0.000581;120;131
07.07.11;23;Ammodytes tobianus;Fish;muscle tissue;73 mm;1;0.05320;-22.023;11.856;11.856;-22.023;16.436;4.018;0.007029;0.024211;0.016558;174;152
19.05.11;22;Ammodytes tobianus;Fish;muscle tissue;63 mm;1;0.06110;-22.855;12.560;12.560;-22.855;16.566;4.125;0.008036;0.028416;0.000644;120;131
19.05.11;22;Ammodytes tobianus;Fish;muscle tissue;94 mm;1;0.06120;-22.841;13.098;13.098;-22.841;16.547;4.469;0.007366;0.028213;0.000662;120;131
07.07.11;23;Ammodytes tobianus;Fish;muscle tissue;66 mm;1;0.06650;-22.805;11.050;11.050;-22.805;17.004;4.085;0.006759;0.023667;0.012180;174;152
30.08.11;43;Amphibalanus improvisus;Crustacea;"whole individual; no shell";<5 mm;6;0.05350;-17.908;8.034;8.034;-17.908;17.573;6.662;0.003857;0.022024;0.000545;151;169
04.08.11;18;Amphibalanus improvisus;Crustacea;"whole individual; no shell";<5 mm;2;0.06010;-20.661;9.267;9.267;-20.661;17.432;5.247;0.005643;0.025380;0.000682;187;137
08.03.11;50;Arenicola marina;Annelida ;whole individual;53 mm;1;0.05900;-18.289;11.430;11.430;-18.289;11.209;5.277;0.004317;0.019526;0.013950;12;132
08.03.11;50;Arenicola marina;Annelida ;whole individual;69 mm;1;0.06000;-17.543;10.807;10.807;-17.543;9.270;5.193;0.003672;0.016343;0.012811;12;132
29.09.11;52;Ascidiella aspersa;Tunicata;whole individual;20 mm;1;0.05370;-20.291;10.346;10.346;-20.291;18.312;6.698;0.002080;0.011941;0.000792;150;181
05.05.11;40;Asterias rubens;Echinodermata;"whole individual; no shell";45 mm;1;0.05000;-22.682;7.515;7.515;-22.682;16.131;6.159;0.004136;0.021835;0.013029;99;171
30.08.11;43;Asterias rubens;Echinodermata;"whole individual; no shell";<41 mm;3;0.05110;-16.776;9.439;9.439;-16.776;14.899;5.022;0.005535;0.023828;0.000897;151;169
15.09.11;19;Asterias rubens;Echinodermata;"whole individual; no shell";51 mm;1;0.05120;-21.844;7.156;7.156;-21.844;13.622;9.357;0.009208;0.073853;0.000889;150;174
08.03.11;50;Asterias rubens;Echinodermata;"whole individual; no shell";39 mm;1;0.05210;-23.623;6.880;6.880;-23.623;17.463;7.082;0.004351;0.026416;0.000650;12;132
22.03.11;65;Asterias rubens;Echinodermata;"whole individual; no shell";35 mm;1;0.05230;-21.916;8.153;8.153;-21.916;15.207;6.802;0.004277;0.024936;0.014489;22;149
15.09.11;19;Asterias rubens;Echinodermata;"whole individual; no shell";40 mm;1;0.05380;-15.879;7.761;7.761;-15.879;12.409;7.148;0.011829;0.072473;0.001461;150;174
05.05.11;40;Asterias rubens;Echinodermata;"whole individual; no shell";66 mm;1;0.05400;-22.088;8.676;8.676;-22.088;14.928;6.444;0.005138;0.028378;0.000675;99;171
08.03.11;50;Asterias rubens;Echinodermata;"whole individual; no shell";42 mm;1;0.05500;-23.633;7.454;7.454;-23.633;16.847;6.876;0.004720;0.027817;0.000622;12;132
18.08.11;24;Asterias rubens;Echinodermata;"whole individual; no shell";37 mm;1;0.05500;-20.304;10.244;10.244;-20.304;14.675;4.687;0.006150;0.024707;0.000850;170;148
19.05.11;22;Asterias rubens;Echinodermata;"whole individual; no shell";<39 mm;2;0.05500;-21.483;8.791;8.791;-21.483;10.371;4.467;0.004619;0.017682;0.000474;120;131
21.07.11;26;Asterias rubens;Echinodermata;"whole individual; no shell";59 mm;1;0.05590;-23.764;7.113;7.113;-23.764;16.365;5.354;0.005832;0.026762;0.000629;177;138
29.09.11;52;Asterias rubens;Echinodermata;"whole individual; no shell";57 mm;1;0.05680;-22.151;7.119;7.119;-22.151;17.262;7.682;0.004400;0.028974;0.000578;150;181
05.05.11;40;Asterias rubens;Echinodermata;"whole individual; no shell";72 mm;1;0.05700;-21.661;8.678;8.678;-21.661;16.007;6.016;0.005177;0.026696;0.000706;99;171
29.09.11;52;Asterias rubens;Echinodermata;"whole individual; no shell";54 mm;1;0.06190;-25.275;6.949;6.949;-25.275;16.211;8.868;0.004016;0.030529;0.000493;150;181
07.07.11;23;Asterias rubens;Echinodermata;"whole individual; no shell";<50 mm;3;0.06250;-24.234;9.938;9.938;-24.234;15.831;7.059;0.003531;0.021363;0.015099;174;152
07.04.11;44;Aurelia sp;Cnidaria;whole individual;6 mm;1;0.17900;-25.569;7.830;7.830;-25.569;19.305;5.419;0.002098;0.009743;0.001143;48;164
19.05.11;22;Belone belone;Fish ;muscle tissue;268 mm;1;0.05610;-20.008;12.306;12.306;-20.008;18.200;3.853;0.006749;0.022288;0.016934;120;131
29.09.11;52;Buccinum undatum;Gastropoda;"whole individual; no shell";19 mm;1;0.05150;-19.137;12.624;12.624;-19.137;16.891;5.731;0.004996;0.022024;0.000601;150;181
19.05.11;22;Buccinum undatum;Gastropoda;"whole individual; no shell";23 mm;1;0.05710;-18.137;12.158;12.158;-18.137;14.401;5.143;0.006725;0.033034;0.000866;120;131
22.03.11;65;Capitella capitata;Annelida ;whole individual;49 mm;1;0.05300;-19.894;10.867;10.867;-19.894;7.338;4.756;0.005436;0.022158;0.000542;22;149
22.03.11;65;Capitella capitata;Annelida ;whole individual;<32 mm;2;0.06680;-20.074;11.473;11.473;-20.074;7.615;4.948;0.005348;0.022680;0.000596;22;149
30.08.11;43;Carcinus maenas;Crustacea;muscle tissue;33 mm;1;0.05180;-20.443;9.157;9.157;-20.443;13.936;6.088;0.004454;0.023243;0.000590;151;169
08.03.11;50;Carcinus maenas;Crustacea;muscle tissue;52 mm;1;0.05570;-14.071;10.619;10.619;-14.071;10.750;5.601;0.004363;0.020947;0.016752;12;132
29.09.11;52;Carcinus maenas;Crustacea;muscle tissue;60 mm;1;0.06030;-20.781;12.509;12.509;-20.781;17.421;6.299;0.004747;0.025626;0.000597;150;181
07.04.11;44;Cerastoderma edule;Bivalvia;muscle tissue;<20 mm;4;0.04700;-21.309;8.124;8.124;-21.309;15.923;4.733;0.004946;0.020067;0.019997;48;164
22.03.11;65;Cerastoderma edule;Bivalvia;muscle tissue;<13 mm;6;0.04930;-20.971;7.335;7.335;-20.971;14.669;4.612;0.005766;0.022790;0.000848;22;149
30.08.11;43;Cerastoderma edule;Bivalvia;muscle tissue;<20 mm;2;0.04970;-20.976;7.385;7.385;-20.976;17.431;6.667;0.004152;0.023729;0.000649;151;169
21.07.11;26;Cerastoderma edule;Bivalvia;muscle tissue;<13 mm;4;0.05210;-22.541;6.640;6.640;-22.541;17.413;5.088;0.006375;0.027802;0.000761;177;138
08.03.11;50;Cerastoderma edule;Bivalvia;muscle tissue;<12 mm;3;0.05240;-21.180;7.628;7.628;-21.180;9.201;4.884;0.004877;0.020419;0.000453;12;132
09.06.11;26;Cerastoderma edule;Bivalvia;muscle tissue;20 mm;1;0.05250;-24.203;7.440;7.440;-24.203;18.074;4.945;0.004965;0.021046;0.000804;156;155
30.08.11;43;Cerastoderma edule;Bivalvia;muscle tissue;<12 mm;3;0.05260;-20.553;7.645;7.645;-20.553;16.323;5.598;0.004926;0.025271;0.000631;151;169
29.09.11;52;Cerastoderma edule;Bivalvia;muscle tissue;<26 mm;4;0.05260;-20.351;8.067;8.067;-20.351;15.000;5.902;0.004258;0.021541;0.000530;150;181
19.05.11;22;Cerastoderma edule;Bivalvia;muscle tissue;15 - 20 mm;5;0.05270;-20.921;9.021;9.021;-20.921;15.868;4.917;0.005764;0.024294;0.001017;120;131
30.08.11;43;Cerastoderma edule;Bivalvia;muscle tissue;<15 mm;3;0.05330;-20.478;7.848;7.848;-20.478;15.899;5.971;0.005124;0.026226;0.000708;151;169
19.05.11;22;Cerastoderma edule;Bivalvia;muscle tissue;15 - 20 mm;4;0.05390;-21.165;8.200;8.200;-21.165;16.132;4.856;0.005551;0.023105;0.000933;120;131
18.08.11;24;Cerastoderma edule;Bivalvia;muscle tissue;<15 mm;4;0.05430;-21.636;7.622;7.622;-21.636;15.166;5.164;0.003300;0.014607;0.001026;170;148
08.03.11;50;Cerastoderma edule;Bivalvia;muscle tissue;<12 mm;3;0.05480;-17.942;12.793;12.793;-17.942;11.183;4.654;0.005227;0.020851;0.000561;12;132
15.09.11;19;Cerastoderma edule;Bivalvia;muscle tissue;32 mm;1;0.05490;-20.874;8.292;8.292;-20.874;17.177;6.713;0.003934;0.022636;0.000610;150;174
07.04.11;44;Cerastoderma edule;Bivalvia;muscle tissue;<20 mm;5;0.05520;-21.288;6.982;6.982;-21.288;15.159;5.145;0.005409;0.023857;0.000849;48;164
15.09.11;19;Cerastoderma edule;Bivalvia;muscle tissue;<15 mm;3;0.05530;-20.528;8.184;8.184;-20.528;17.090;5.986;0.005598;0.026861;0.000751;150;174
29.09.11;52;Cerastoderma edule;Bivalvia;muscle tissue;<17 mm;4;0.05690;-20.427;9.186;9.186;-20.427;15.430;6.160;0.004247;0.022424;0.000546;150;181
19.05.11;22;Cerastoderma edule;Bivalvia;muscle tissue;30 mm;1;0.05710;-21.049;8.062;8.062;-21.049;16.957;4.855;0.005291;0.022017;0.000987;120;131
21.04.11;67;Cerastoderma edule;Bivalvia;muscle tissue;<10 mm;4;0.05780;-21.346;6.975;6.975;-21.346;12.585;5.222;0.005129;0.022957;0.000978;71;165
21.04.11;67;Cerastoderma edule;Bivalvia;muscle tissue;30 mm;1;0.05800;-21.300;8.137;8.137;-21.300;14.963;5.528;0.005159;0.024447;0.000836;71;165
05.05.11;40;Cerastoderma edule;Bivalvia;muscle tissue;46 mm;1;0.05810;-21.273;8.043;8.043;-21.273;14.300;5.561;0.005268;0.025110;0.000643;99;171
29.09.11;52;Cerastoderma edule;Bivalvia;muscle tissue;<19 mm;4;0.05830;-21.240;9.402;9.402;-21.240;16.011;6.303;0.003990;0.021555;0.000506;150;181
22.03.11;65;Cerastoderma edule;Bivalvia;muscle tissue;35 mm;1;0.05890;-21.349;7.769;7.769;-21.349;15.380;4.633;0.005634;0.022374;0.000831;22;149
22.03.11;65;Cerastoderma edule;Bivalvia;muscle tissue;<15 mm;6;0.05890;-21.091;6.994;6.994;-21.091;15.982;4.756;0.005280;0.021524;0.000873;22;149
05.05.11;40;Cerastoderma edule;Bivalvia;muscle tissue;<10 mm;5;0.05910;-21.697;8.770;8.770;-21.697;16.258;5.854;0.003466;0.017391;0.017747;99;171
07.04.11;44;Cerastoderma edule;Bivalvia;muscle tissue;<20 mm;5;0.06040;-21.142;7.320;7.320;-21.142;15.470;4.934;0.006123;0.025894;0.000949;48;164
30.08.11;43;Cerastoderma edule;Bivalvia;muscle tissue;30 mm;1;0.06100;-21.008;7.024;7.024;-21.008;14.158;8.273;0.009503;0.067393;0.000910;151;169
18.08.11;24;Cerastoderma edule;Bivalvia;muscle tissue;<18 mm;3;0.06130;-20.881;7.436;7.436;-20.881;16.131;5.551;0.004233;0.020137;0.000811;170;148
09.06.11;26;Cerastoderma edule;Bivalvia;muscle tissue;<15 mm;5;0.06260;-17.893;9.327;9.327;-17.893;18.558;4.628;0.006031;0.023922;0.000870;156;155
30.08.11;43;Cerastoderma edule;Bivalvia;muscle tissue;25 mm;1;0.06340;-20.739;7.707;7.707;-20.739;16.947;6.385;0.004358;0.023849;0.000569;151;169
18.08.11;24;Chaetognath larvae;Chaetognatha;whole individual;;5;0.21470;-21.117;7.746;7.746;-21.117;19.736;5.421;0.002115;0.009826;0.004782;170;148
21.04.11;67;Chalinula limbata;Porifera ;whole individual;12 mm;1;0.05920;-21.745;7.472;7.472;-21.745;16.729;5.225;0.002261;0.010127;0.000765;71;165
29.09.11;52;Ciona intestinalis;Tunicata;whole individual;21 mm;1;0.05240;-21.049;8.605;8.605;-21.049;17.860;5.780;0.002040;0.010107;0.000790;150;181
15.09.11;19;Ciona intestinalis;Tunicata;whole individual;11 mm;1;0.05650;-20.874;8.292;8.292;-20.874;17.177;6.713;;;;150;174
30.08.11;43;Ciona intestinalis;Tunicata;whole individual;10 mm;1;0.06090;-21.546;7.706;7.706;-21.546;18.409;5.431;0.003897;0.018142;0.000928;151;169
15.09.11;19;Ciona intestinalis;Tunicata;whole individual;19 mm;1;0.06120;-20.308;9.003;9.003;-20.308;17.173;6.586;0.001796;0.010138;0.000720;150;174
29.09.11;52;Ciona intestinalis;Tunicata;whole individual;15 mm;1;0.06310;-21.405;7.778;7.778;-21.405;19.316;6.248;0.002465;0.013204;0.001116;150;181
18.08.11;24;Ciona intestinalis;Tunicata;whole individual;20 mm;1;0.06610;-17.426;7.191;7.191;-17.426;12.631;5.002;0.004389;0.018819;0.000520;170;148
15.09.11;19;Ciona intestinalis;Tunicata;whole individual;13 mm;1;0.26370;-20.528;8.184;8.184;-20.528;17.090;5.986;0.004926;0.025271;0.000631;150;174
05.05.11;40;Cladocera larvae;Crustacea;whole individual;;10;0.03970;-25.411;3.087;3.087;-25.411;18.183;4.940;0.002285;0.009673;0.000245;99;171
05.05.11;40;Cladocera larvae;Crustacea;whole individual;;10;0.07990;-24.677;6.744;6.744;-24.677;20.392;4.805;0.001408;0.005801;0.001899;99;171
30.08.11;43;Cladocera larvae;Crustacea;whole individual;;5;0.12030;-26.384;3.010;3.010;-26.384;19.349;7.517;0.000678;0.004370;0.003091;151;169
18.08.11;24;Cladocera larvae;Crustacea;whole individual;;5;0.12640;-21.794;7.981;7.981;-21.794;16.285;6.189;0.001020;0.005413;0.000916;170;148
07.04.11;44;Cladocera larvae;Crustacea;whole individual;;10;0.13610;-24.941;7.914;7.914;-24.941;17.957;5.306;0.003176;0.014445;0.000183;48;164
18.08.11;24;Cladocera larvae;Crustacea;whole individual;;5;0.13830;-22.651;5.301;5.301;-22.651;18.187;6.987;0.000788;0.004721;0.001661;170;148
04.08.11;18;Cladocera larvae;Crustacea;whole individual;;8;0.18360;-21.806;6.513;6.513;-21.806;19.467;5.945;0.001395;0.007109;0.004778;187;137
05.05.11;40;Cladocera larvae;Crustacea;whole individual;;10;0.18590;-24.392;7.099;7.099;-24.392;20.268;4.662;0.001900;0.007594;0.002705;99;171
30.08.11;43;Cladocera larvae;Crustacea;whole individual;;10;0.22430;-21.935;7.489;7.489;-21.935;19.781;5.860;0.001356;0.006812;0.004219;151;169
09.06.11;26;Cladocera larvae;Crustacea;whole individual;;5;0.22700;-26.431;6.179;6.179;-26.431;21.700;5.446;0.001460;0.006815;0.003530;156;155
09.06.11;26;Cladocera larvae;Crustacea;whole individual;;5;0.27860;-25.034;6.237;6.237;-25.034;20.585;5.017;0.001447;0.006223;0.002086;156;155
21.07.11;26;Cladocera larvae;Crustacea;whole individual;;5;0.31000;-24.159;6.096;6.096;-24.159;18.375;5.870;0.002314;0.011642;0.002243;177;138
18.08.11;24;Cladocera larvae;Crustacea;whole individual;;10;0.49230;-21.606;7.015;7.015;-21.606;19.654;5.891;0.001820;0.009191;0.003984;170;148
09.06.11;26;Cladocera larvae;Crustacea;whole individual;;5;0.58820;-24.442;6.372;6.372;-24.442;21.033;4.610;0.002257;0.008917;0.003046;156;155
15.09.11;19;Cladocera larvae;Crustacea;whole individual;;5;0.31140;-24.502;5.075;5.075;-24.502;19.807;6.713;0.000690;0.003971;0.004078;150;174
04.08.11;18;Clupea harengus;Fish;muscle tissue;49 mm;1;0.05830;-20.580;5.310;5.310;-20.580;13.162;5.067;0.004649;0.020188;0.000477;187;137
23.06.11;24;Corophium volutator;Amphipoda;whole individual;<5 mm;3;0.04930;-20.570;8.720;8.720;-20.570;14.307;5.240;0.004204;0.018880;0.000704;151;162
21.04.11;67;Corophium volutator;Amphipoda;whole individual;10 mm;5;0.05020;-20.189;10.356;10.356;-20.189;9.572;4.602;0.007404;0.029208;0.000761;71;165
30.08.11;43;Corophium volutator;Amphipoda;whole individual;<10 mm;2;0.05050;-20.091;5.576;5.576;-20.091;14.626;4.910;0.004106;0.017281;0.000437;151;169
21.04.11;67;Corophium volutator;Amphipoda;whole individual;<5 mm;3;0.06170;-20.366;8.273;8.273;-20.366;13.832;5.573;0.005048;0.024114;0.000741;71;165
05.05.11;40;Crangon crangon;Decapoda;whole individual;40 mm;1;0.04960;-16.823;11.237;11.237;-16.823;9.286;4.699;0.005105;0.020560;0.000515;99;171
07.04.11;44;Crangon crangon;Decapoda;whole individual;50 mm;1;0.05020;-19.867;12.593;12.593;-19.867;13.189;4.124;0.006433;0.022739;0.000588;48;164
19.05.11;22;Crangon crangon;Decapoda;whole individual;20 mm;1;0.05160;-19.317;9.368;9.368;-19.317;14.251;5.993;0.003962;0.020353;0.000596;120;131
05.05.11;40;Crangon crangon;Decapoda;whole individual;40 mm;1;0.05390;-15.819;11.882;11.882;-15.819;9.787;4.199;0.006186;0.022262;0.011929;99;171
07.04.11;44;Crangon crangon;Decapoda;whole individual;50 mm;1;0.05520;-15.043;11.034;11.034;-15.043;8.909;4.337;0.006433;0.023914;0.000557;48;164
09.06.11;26;Crangon crangon;Decapoda;whole individual;30 mm;1;0.05620;-20.676;13.007;13.007;-20.676;15.027;4.369;0.007117;0.026651;0.000562;156;155
07.04.11;44;Crangon crangon;Decapoda;whole individual;30 mm;1;0.05650;-15.619;11.993;11.993;-15.619;7.243;4.248;0.007286;0.026527;0.000538;48;164
09.06.11;26;Crangon crangon;Decapoda;whole individual;35 mm;1;0.05720;-17.942;11.072;11.072;-17.942;12.296;4.620;0.004583;0.018152;0.011662;156;155
19.05.11;22;Crangon crangon;Decapoda;whole individual;40 mm;1;0.05810;-16.912;11.956;11.956;-16.912;8.213;4.711;0.005912;0.023874;0.011449;120;131
22.03.11;65;Crangon crangon;Decapoda;whole individual;59 mm;1;0.05830;-14.027;10.889;10.889;-14.027;8.319;4.179;0.006628;0.023740;0.000629;22;149
22.03.11;65;Crangon crangon;Decapoda;whole individual;42 mm;1;0.05850;-17.709;10.278;10.278;-17.709;10.557;4.545;0.005682;0.022135;0.000487;22;149
19.05.11;22;Crangon crangon;Decapoda;whole individual;23 mm;1;0.06170;-16.938;11.240;11.240;-16.938;9.501;4.521;0.005817;0.022539;0.000615;120;131
09.06.11;26;Crangon crangon;Decapoda;whole individual;33 mm;1;0.06420;-17.688;11.652;11.652;-17.688;13.334;4.607;0.006022;0.023782;0.005840;156;155
29.09.11;52;Crangon crangon;Decapoda;whole individual;47 mm;1;0.05400;-17.937;11.602;11.602;-17.937;13.015;3.973;0.007101;0.024180;0.000691;150;181
29.09.11;52;Crangon crangon;Decapoda;whole individual;45 mm;1;0.05970;-17.130;11.095;11.095;-17.130;12.875;4.138;0.006859;0.024327;0.000664;150;181
09.06.11;26;Cryptocelides loveni;Platyhelminthes ;whole individual;<7 mm;7;0.05280;-18.121;8.767;8.767;-18.121;17.133;4.956;0.005813;0.024694;0.000978;156;155
15.09.11;19;Cryptocelides loveni;Platyhelminthes ;whole individual;<8 mm;2;0.05520;-21.776;7.296;7.296;-21.776;16.463;7.351;0.004276;0.026945;0.000565;150;174
